calgo_str,max_k,anonymized_degree_anonymity,anonymized_anonymity,num_anonymized_edges,num_removed_edges,alpha_adm,num_anonymized_fake_entities,sample,handler_str,calgo,gen,alpha_dm,enforcer_str,info_loss,num_anonymized_entities,num_raw_edges,range_k,num_fake_edges,info_loss_args_str,enforcer,gen_str,min_k,max_dist,data,anonymized_attribute_anonymity,gen_n,adm,dm,am,radm,num_raw_entities,removed_entities
km#max,5,1,1,97735,147,0.5,0,-1,n,km,te,0.5,ms#1.00,adm,5000,43780,1,54102,"0.50,0.50",ms,"te#2,5,1",2,1.0,freebase,2,0,0.0012453059458959412,3.542666666666688e-05,0.0024551852251252088,0.0012453059458959412,5000,0
