data,sample,max_k,min_k,info_loss,alpha_adm,alpha_dm,info_loss_args,info_loss_args_str,handler_str,calgo,calgo_str,enforcer,enforcer_str,enforcer_args,max_dist,adm,dm,am,num_fake_edges,radm,num_raw_entities,num_anonymized_entities,num_raw_edges,num_anonymized_edges,anonymized_anonymity,anonymized_attribute_anonymity,anonymized_degree_anonymity,removed_entities,num_removed_edges,num_anonymized_fake_entities
anonykg_thesis,-1,4,1,adm,0.5,0.5,"[0.5, 0.5]","0.50,0.50",n,vac,vac,ms,ms#1.00,1.00,1.0,0.2866666666666667,0.24,0.3333333333333333,5,0.11458333333333333,5,4,11,14,2,2,2,1,2,0
