num_raw_edges,max_dist,enforcer,num_anonymized_fake_entities,min_k,num_fake_edges,sample,calgo_str,info_loss_args_str,anonymized_degree_anonymity,info_loss,handler_str,anonymized_anonymity,num_anonymized_entities,calgo,num_anonymized_edges,anonymized_attribute_anonymity,enforcer_str,num_removed_edges,max_k,data,alpha_dm,alpha_adm,adm,dm,am,radm,num_raw_entities,removed_entities
11,1.0,ms,0,1,5,-1,vac,"0.50,0.50",2,adm,n,2,4,vac,14,2,ms#1.00,2,4,anonykg_thesis,0.5,0.5,0.2866666666666667,0.24,0.3333333333333333,0.11458333333333333,5,1
